,station_id,name,latitude,longitude
325,RP-007,"1519    Clark St & Touhy Ave
Name: start_station_name, dtype: object","1519    42.01256
Name: start_lat, dtype: float64","1519   -87.674367
Name: start_lng, dtype: float64"
326,13192,"1529    Halsted St & Dickens Ave
Name: start_station_name, dtype: object","1529    41.920156
Name: start_lat, dtype: float64","1529   -87.648794
Name: start_lng, dtype: float64"
327,18069,"1537    Cherry Ave & Blackhawk St
Name: start_station_name, dtype: object","1537    41.907221
Name: start_lat, dtype: float64","1537   -87.655618
Name: start_lng, dtype: float64"
328,13137,"1545    Broadway & Barry Ave
Name: start_station_name, dtype: object","1545    41.937582
Name: start_lat, dtype: float64","1545   -87.644098
Name: start_lng, dtype: float64"
329,KA1504000162,"1546    Clark St & Lunt Ave
Name: start_station_name, dtype: object","1546    42.009102
Name: start_lat, dtype: float64","1546   -87.674144
Name: start_lng, dtype: float64"
330,TA1309000033,"1581    Sheffield Ave & Webster Ave
Name: start_station_name, dtype: object","1581    41.92174
Name: start_lat, dtype: float64","1581   -87.653849
Name: start_lng, dtype: float64"
331,TA1305000009,"1584    Clark St & Ida B Wells Dr
Name: start_station_name, dtype: object","1584    41.875627
Name: start_lat, dtype: float64","1584   -87.631183
Name: start_lng, dtype: float64"
332,13276,"1586    Stockton Dr & Wrightwood Ave
Name: start_station_name, dtype: object","1586    41.931384
Name: start_lat, dtype: float64","1586   -87.638724
Name: start_lng, dtype: float64"
333,KA1504000091,"1595    Hoyne Ave & 47th St
Name: start_station_name, dtype: object","1595    41.808217
Name: start_lat, dtype: float64","1595   -87.677184
Name: start_lng, dtype: float64"
334,15685,"1599    Central Park Ave & Ogden Ave
Name: start_station_name, dtype: object","1599    41.853886
Name: start_lat, dtype: float64","1599   -87.714984
Name: start_lng, dtype: float64"
335,KA1504000106,"1603    Kedzie Ave & Lake St
Name: start_station_name, dtype: object","1603    41.884603
Name: start_lat, dtype: float64","1603   -87.706304
Name: start_lng, dtype: float64"
336,TA1305000041,"1604    Damen Ave & Pierce Ave
Name: start_station_name, dtype: object","1604    41.909404
Name: start_lat, dtype: float64","1604   -87.677653
Name: start_lng, dtype: float64"
337,15578,"1612    Broadway & Ridge Ave
Name: start_station_name, dtype: object","1612    41.984045
Name: start_lat, dtype: float64","1612   -87.660274
Name: start_lng, dtype: float64"
338,KA1503000043,"1623    Kingsbury St & Kinzie St
Name: start_station_name, dtype: object","1623    41.889177
Name: start_lat, dtype: float64","1623   -87.638506
Name: start_lng, dtype: float64"
339,435,"1626    Rockwell St & Fletcher St
Name: start_station_name, dtype: object","1626    41.94
Name: start_lat, dtype: float64","1626   -87.69
Name: start_lng, dtype: float64"
340,604,"1630    Sheridan Rd & Noyes St (NU)
Name: start_station_name, dtype: object","1630    42.058239
Name: start_lat, dtype: float64","1630   -87.677432
Name: start_lng, dtype: float64"
341,15632,"1648    Talman Ave & Addison St
Name: start_station_name, dtype: object","1648    41.946668
Name: start_lat, dtype: float64","1648   -87.694584
Name: start_lng, dtype: float64"
342,16940,"1655    Ashland Ave & 50th St
Name: start_station_name, dtype: object","1655    41.803023
Name: start_lat, dtype: float64","1655   -87.664699
Name: start_lng, dtype: float64"
343,15529,"1660    Mies van der Rohe Way & Chestnut St
Name: start_station_name, dtype: object","1660    41.898587
Name: start_lat, dtype: float64","1660   -87.621915
Name: start_lng, dtype: float64"
344,KA1503000044,"1696    Rush St & Hubbard St
Name: start_station_name, dtype: object","1696    41.890173
Name: start_lat, dtype: float64","1696   -87.626185
Name: start_lng, dtype: float64"
345,15634,"1699    Western Ave & Roscoe St
Name: start_station_name, dtype: object","1699    41.942999
Name: start_lat, dtype: float64","1699   -87.687281
Name: start_lng, dtype: float64"
346,KA1504000148,"1700    Clark St & Elmdale Ave
Name: start_station_name, dtype: object","1700    41.99086
Name: start_lat, dtype: float64","1700   -87.669724
Name: start_lng, dtype: float64"
347,KA1503000014,"1708    Ellis Ave & 60th St
Name: start_station_name, dtype: object","1708    41.785097
Name: start_lat, dtype: float64","1708   -87.601073
Name: start_lng, dtype: float64"
348,13206,"1710    Loomis St & Jackson Blvd
Name: start_station_name, dtype: object","1710    41.877882
Name: start_lat, dtype: float64","1710   -87.66197
Name: start_lng, dtype: float64"
349,TA1307000044,"1714    Clinton St & 18th St
Name: start_station_name, dtype: object","1714    41.85795
Name: start_lat, dtype: float64","1714   -87.640826
Name: start_lng, dtype: float64"
350,20202,"1718    W 103rd St & S Avers Ave
Name: start_station_name, dtype: object","1718    41.71
Name: start_lat, dtype: float64","1718   -87.72
Name: start_lng, dtype: float64"
351,13213,"1724    State St & 29th St
Name: start_station_name, dtype: object","1724    41.841707
Name: start_lat, dtype: float64","1724   -87.626938
Name: start_lng, dtype: float64"
352,KA1706005015,"1740    Kildare Ave & Montrose Ave
Name: start_station_name, dtype: object","1740    41.96108
Name: start_lat, dtype: float64","1740   -87.73569
Name: start_lng, dtype: float64"
353,KA1503000040,"1754    Loomis St & Archer Ave
Name: start_station_name, dtype: object","1754    41.84166
Name: start_lat, dtype: float64","1754   -87.657521
Name: start_lng, dtype: float64"
354,13059,"1771    Bissell St & Armitage Ave
Name: start_station_name, dtype: object","1771    41.917865
Name: start_lat, dtype: float64","1771   -87.652112
Name: start_lng, dtype: float64"
355,TA1308000046,"1780    Morgan St & 31st St
Name: start_station_name, dtype: object","1780    41.837798
Name: start_lat, dtype: float64","1780   -87.651232
Name: start_lng, dtype: float64"
356,13155,"1782    Racine Ave & Randolph St
Name: start_station_name, dtype: object","1782    41.884069
Name: start_lat, dtype: float64","1782   -87.656853
Name: start_lng, dtype: float64"
357,TA1306000015,"1789    Morgan St & Lake St
Name: start_station_name, dtype: object","1789    41.885779
Name: start_lat, dtype: float64","1789   -87.651025
Name: start_lng, dtype: float64"
358,13073,"1791    Ashland Ave & Lake St
Name: start_station_name, dtype: object","1791    41.88592
Name: start_lat, dtype: float64","1791   -87.66717
Name: start_lng, dtype: float64"
359,TA1308000049,"1798    Wells St & Evergreen Ave
Name: start_station_name, dtype: object","1798    41.906724
Name: start_lat, dtype: float64","1798   -87.63483
Name: start_lng, dtype: float64"
360,KA1504000104,"1818    Paulina St & Flournoy St
Name: start_station_name, dtype: object","1818    41.873074
Name: start_lat, dtype: float64","1818   -87.669073
Name: start_lng, dtype: float64"
361,RP-005,"1822    Western Ave & Lunt Ave
Name: start_station_name, dtype: object","1822    42.008598
Name: start_lat, dtype: float64","1822   -87.690481
Name: start_lng, dtype: float64"
362,13353,"1835    Ada St & Washington Blvd
Name: start_station_name, dtype: object","1835    41.882879
Name: start_lat, dtype: float64","1835   -87.661221
Name: start_lng, dtype: float64"
363,TA1309000061,"1836    Halsted St & Wrightwood Ave
Name: start_station_name, dtype: object","1836    41.929143
Name: start_lat, dtype: float64","1836   -87.649077
Name: start_lng, dtype: float64"
364,TA1307000128,"1847    Dearborn Pkwy & Delaware Pl
Name: start_station_name, dtype: object","1847    41.898845
Name: start_lat, dtype: float64","1847   -87.629746
Name: start_lng, dtype: float64"
365,549,"1865    Marshfield Ave & 44th St
Name: start_station_name, dtype: object","1865    41.81402
Name: start_lat, dtype: float64","1865   -87.666621
Name: start_lng, dtype: float64"
366,SL-006,"1869    Wells St & 19th St
Name: start_station_name, dtype: object","1869    41.856749
Name: start_lat, dtype: float64","1869   -87.63383
Name: start_lng, dtype: float64"
367,15691,"1897    Albany Ave & 26th St
Name: start_station_name, dtype: object","1897    41.844462
Name: start_lat, dtype: float64","1897   -87.702015
Name: start_lng, dtype: float64"
368,13296,"1910    Ashland Ave & Wrightwood Ave
Name: start_station_name, dtype: object","1910    41.928877
Name: start_lat, dtype: float64","1910   -87.668536
Name: start_lng, dtype: float64"
369,KA1504000135,"1911    Wells St & Elm St
Name: start_station_name, dtype: object","1911    41.903106
Name: start_lat, dtype: float64","1911   -87.634746
Name: start_lng, dtype: float64"
370,13430,"1918    LaSalle St & Illinois St
Name: start_station_name, dtype: object","1918    41.890762
Name: start_lat, dtype: float64","1918   -87.631697
Name: start_lng, dtype: float64"
371,13179,"1928    Clark St & Lincoln Ave
Name: start_station_name, dtype: object","1928    41.915689
Name: start_lat, dtype: float64","1928   -87.6346
Name: start_lng, dtype: float64"
372,KA1503000068,"1933    Leavitt St & Archer Ave
Name: start_station_name, dtype: object","1933    41.828792
Name: start_lat, dtype: float64","1933   -87.680604
Name: start_lng, dtype: float64"
373,TA1305000032,"1939    Clinton St & Madison St
Name: start_station_name, dtype: object","1939    41.882233
Name: start_lat, dtype: float64","1939   -87.641061
Name: start_lng, dtype: float64"
374,KA1503000059,"1942    Lake Park Ave & 53rd St
Name: start_station_name, dtype: object","1942    41.799494
Name: start_lat, dtype: float64","1942   -87.58645
Name: start_lng, dtype: float64"
375,13292,"1976    Kedzie Ave & Palmer Ct
Name: start_station_name, dtype: object","1976    41.921525
Name: start_lat, dtype: float64","1976   -87.707322
Name: start_lng, dtype: float64"
376,15642,"1996    California Ave & Fletcher St
Name: start_station_name, dtype: object","1996    41.938429
Name: start_lat, dtype: float64","1996   -87.698008
Name: start_lng, dtype: float64"
377,TA1307000048,"2003    Fort Dearborn Dr & 31st St
Name: start_station_name, dtype: object","2003    41.838556
Name: start_lat, dtype: float64","2003   -87.608218
Name: start_lng, dtype: float64"
378,13259,"2008    California Ave & Francis Pl (Temp)
Name: start_station_name, dtype: object","2008    41.918491
Name: start_lat, dtype: float64","2008   -87.697423
Name: start_lng, dtype: float64"
379,16806,"2015    Bosworth Ave & Howard St
Name: start_station_name, dtype: object","2015    42.019537
Name: start_lat, dtype: float64","2015   -87.669563
Name: start_lng, dtype: float64"
380,15545,"2016    Burnham Harbor
Name: start_station_name, dtype: object","2016    41.856268
Name: start_lat, dtype: float64","2016   -87.613348
Name: start_lng, dtype: float64"
381,KA1503000034,"2017    LaSalle St & Adams St
Name: start_station_name, dtype: object","2017    41.879344
Name: start_lat, dtype: float64","2017   -87.631985
Name: start_lng, dtype: float64"
382,WL-012,"2030    Clinton St & Washington Blvd
Name: start_station_name, dtype: object","2030    41.88338
Name: start_lat, dtype: float64","2030   -87.64117
Name: start_lng, dtype: float64"
383,SL-009,"2052    Clark St & 9th St (AMLI)
Name: start_station_name, dtype: object","2052    41.870816
Name: start_lat, dtype: float64","2052   -87.631246
Name: start_lng, dtype: float64"
384,13332,"2097    Loomis St & Lexington St
Name: start_station_name, dtype: object","2097    41.872187
Name: start_lat, dtype: float64","2097   -87.661501
Name: start_lng, dtype: float64"
385,KA1503000031,"2108    Cottage Grove Ave & 67th St
Name: start_station_name, dtype: object","2108    41.773721
Name: start_lat, dtype: float64","2108   -87.605635
Name: start_lng, dtype: float64"
386,13354,"2146    Ashland Ave & 13th St
Name: start_station_name, dtype: object","2146    41.865234
Name: start_lat, dtype: float64","2146   -87.666507
Name: start_lng, dtype: float64"
387,TA1305000022,"2150    Orleans St & Merchandise Mart Plaza
Name: start_station_name, dtype: object","2150    41.888243
Name: start_lat, dtype: float64","2150   -87.63639
Name: start_lng, dtype: float64"
388,337,"2151    Hoyne Ave & 34th St
Name: start_station_name, dtype: object","2151    41.83
Name: start_lat, dtype: float64","2151   -87.68
Name: start_lng, dtype: float64"
389,343,"2193    Pulaski Rd & 51st St
Name: start_station_name, dtype: object","2193    41.8
Name: start_lat, dtype: float64","2193   -87.72
Name: start_lng, dtype: float64"
390,13143,"2200    Damen Ave & Melrose Ave
Name: start_station_name, dtype: object","2200    41.9406
Name: start_lat, dtype: float64","2200   -87.6785
Name: start_lng, dtype: float64"
391,13029,"2213    Field Museum
Name: start_station_name, dtype: object","2213    41.865312
Name: start_lat, dtype: float64","2213   -87.617867
Name: start_lng, dtype: float64"
392,TA1309000058,"2220    Lincoln Ave & Fullerton Ave
Name: start_station_name, dtype: object","2220    41.924283
Name: start_lat, dtype: float64","2220   -87.646523
Name: start_lng, dtype: float64"
393,13158,"2229    Peoria St & Jackson Blvd
Name: start_station_name, dtype: object","2229    41.877565
Name: start_lat, dtype: float64","2229   -87.649435
Name: start_lng, dtype: float64"
394,15442,"2235    Ashland Ave & Archer Ave
Name: start_station_name, dtype: object","2235    41.839193
Name: start_lat, dtype: float64","2235   -87.665689
Name: start_lng, dtype: float64"
395,13294,"2320    Greenview Ave & Diversey Pkwy
Name: start_station_name, dtype: object","2320    41.932694
Name: start_lat, dtype: float64","2320   -87.66599
Name: start_lng, dtype: float64"
396,13245,"2371    Claremont Ave & Hirsch St
Name: start_station_name, dtype: object","2371    41.907781
Name: start_lat, dtype: float64","2371   -87.685854
Name: start_lng, dtype: float64"
397,13050,"2382    State St & Kinzie St
Name: start_station_name, dtype: object","2382    41.889187
Name: start_lat, dtype: float64","2382   -87.627754
Name: start_lng, dtype: float64"
398,13265,"2384    Kingsbury St & Erie St
Name: start_station_name, dtype: object","2384    41.893808
Name: start_lat, dtype: float64","2384   -87.641697
Name: start_lng, dtype: float64"
399,13256,"2386    California Ave & Division St
Name: start_station_name, dtype: object","2386    41.90302
Name: start_lat, dtype: float64","2386   -87.697479
Name: start_lng, dtype: float64"
400,13290,"2404    Noble St & Milwaukee Ave
Name: start_station_name, dtype: object","2404    41.90068
Name: start_lat, dtype: float64","2404   -87.6626
Name: start_lng, dtype: float64"
401,TA1307000130,"2423    Morgan St & Polk St
Name: start_station_name, dtype: object","2423    41.871737
Name: start_lat, dtype: float64","2423   -87.65103
Name: start_lng, dtype: float64"
402,13241,"2449    Western Ave & Division St
Name: start_station_name, dtype: object","2449    41.902893
Name: start_lat, dtype: float64","2449   -87.687275
Name: start_lng, dtype: float64"
403,TA1306000025,"2451    Racine Ave & Congress Pkwy
Name: start_station_name, dtype: object","2451    41.874612
Name: start_lat, dtype: float64","2451   -87.657045
Name: start_lng, dtype: float64"
404,TA1308000006,"2480    Damen Ave & Grand Ave
Name: start_station_name, dtype: object","2480    41.891264
Name: start_lat, dtype: float64","2480   -87.676842
Name: start_lng, dtype: float64"
405,657,"2488    Wood St & Augusta Blvd
Name: start_station_name, dtype: object","2488    41.899181
Name: start_lat, dtype: float64","2488   -87.6722
Name: start_lng, dtype: float64"
406,KA1503000015,"2489    Wabash Ave & Adams St
Name: start_station_name, dtype: object","2489    41.879472
Name: start_lat, dtype: float64","2489   -87.625689
Name: start_lng, dtype: float64"
407,20104,"2508    State St & 95th St
Name: start_station_name, dtype: object","2508    41.72185
Name: start_lat, dtype: float64","2508   -87.622854
Name: start_lng, dtype: float64"
408,TA1306000029,"2519    McClurg Ct & Ohio St
Name: start_station_name, dtype: object","2519    41.892592
Name: start_lat, dtype: float64","2519   -87.617289
Name: start_lng, dtype: float64"
409,13089,"2523    Damen Ave & Cullerton St
Name: start_station_name, dtype: object","2523    41.854967
Name: start_lat, dtype: float64","2523   -87.6757
Name: start_lng, dtype: float64"
410,TA1308000019,"2541    Racine Ave & Belmont Ave
Name: start_station_name, dtype: object","2541    41.939732
Name: start_lat, dtype: float64","2541   -87.65886
Name: start_lng, dtype: float64"
411,TA1307000150,"2544    Pine Grove Ave & Waveland Ave
Name: start_station_name, dtype: object","2544    41.949473
Name: start_lat, dtype: float64","2544   -87.646453
Name: start_lng, dtype: float64"
412,KA1504000171,"2552    Marine Dr & Ainslie St
Name: start_station_name, dtype: object","2552    41.9716
Name: start_lat, dtype: float64","2552   -87.650154
Name: start_lng, dtype: float64"
413,TA1305000011,"2559    Michigan Ave & Lake St
Name: start_station_name, dtype: object","2559    41.886024
Name: start_lat, dtype: float64","2559   -87.624117
Name: start_lng, dtype: float64"
414,13138,"2568    Canal St & Jackson Blvd
Name: start_station_name, dtype: object","2568    41.876867
Name: start_lat, dtype: float64","2568   -87.63962
Name: start_lng, dtype: float64"
415,E007,"2577    Central St & Girard Ave
Name: start_station_name, dtype: object","2577    42.064313
Name: start_lat, dtype: float64","2577   -87.686152
Name: start_lng, dtype: float64"
416,TA1306000003,"2624    Desplaines St & Kinzie St
Name: start_station_name, dtype: object","2624    41.888617
Name: start_lat, dtype: float64","2624   -87.644523
Name: start_lng, dtype: float64"
417,TA1306000011,"2625    Wells St & Walton St
Name: start_station_name, dtype: object","2625    41.89993
Name: start_lat, dtype: float64","2625   -87.63443
Name: start_lng, dtype: float64"
418,TA1307000121,"2637    Halsted St & Polk St
Name: start_station_name, dtype: object","2637    41.87184
Name: start_lat, dtype: float64","2637   -87.64664
Name: start_lng, dtype: float64"
419,13163,"2703    Morgan St & 18th St
Name: start_station_name, dtype: object","2703    41.858086
Name: start_lat, dtype: float64","2703   -87.651073
Name: start_lng, dtype: float64"
420,13042,"2714    Michigan Ave & Oak St
Name: start_station_name, dtype: object","2714    41.900871
Name: start_lat, dtype: float64","2714   -87.623686
Name: start_lng, dtype: float64"
421,15667,"2740    Western Ave & Monroe St
Name: start_station_name, dtype: object","2740    41.879791
Name: start_lat, dtype: float64","2740   -87.686098
Name: start_lng, dtype: float64"
422,15615,"2751    Christiana Ave & Lawrence Ave
Name: start_station_name, dtype: object","2751    41.968354
Name: start_lat, dtype: float64","2751   -87.711831
Name: start_lng, dtype: float64"
423,KA1504000126,"2808    Kedzie Ave & Leland Ave
Name: start_station_name, dtype: object","2808    41.966686
Name: start_lat, dtype: float64","2808   -87.708052
Name: start_lng, dtype: float64"
424,13271,"2811    Damen Ave & Clybourn Ave
Name: start_station_name, dtype: object","2811    41.931827
Name: start_lat, dtype: float64","2811   -87.67777
Name: start_lng, dtype: float64"
425,15644,"2817    Central Park Ave & Elbridge Ave
Name: start_station_name, dtype: object","2817    41.935337
Name: start_lat, dtype: float64","2817   -87.716889
Name: start_lng, dtype: float64"
426,18016,"2852    Bernard St & Elston Ave
Name: start_station_name, dtype: object","2852    41.949962
Name: start_lat, dtype: float64","2852   -87.713971
Name: start_lng, dtype: float64"
427,13269,"2853    Ashland Ave & Wellington Ave
Name: start_station_name, dtype: object","2853    41.936109
Name: start_lat, dtype: float64","2853   -87.669969
Name: start_lng, dtype: float64"
428,KA1504000090,"2858    St. Louis Ave & Fullerton Ave
Name: start_station_name, dtype: object","2858    41.924816
Name: start_lat, dtype: float64","2858   -87.714495
Name: start_lng, dtype: float64"
429,SL-011,"2867    Wells St & Polk St
Name: start_station_name, dtype: object","2867    41.87261
Name: start_lat, dtype: float64","2867   -87.633718
Name: start_lng, dtype: float64"
430,574,"2874    Vernon Ave & 79th St
Name: start_station_name, dtype: object","2874    41.75094
Name: start_lat, dtype: float64","2874   -87.61379
Name: start_lng, dtype: float64"
431,KA1504000097,"2888    Drake Ave & Montrose Ave
Name: start_station_name, dtype: object","2888    41.961154
Name: start_lat, dtype: float64","2888   -87.716569
Name: start_lng, dtype: float64"
432,599,"2912    Valli Produce - Evanston Plaza
Name: start_station_name, dtype: object","2912    42.039742
Name: start_lat, dtype: float64","2912   -87.699413
Name: start_lng, dtype: float64"
433,TA1307000041,"2956    DuSable Lake Shore Dr & Wellington Ave
Name: start_station_name, dtype: object","2956    41.936714
Name: start_lat, dtype: float64","2956   -87.636847
Name: start_lng, dtype: float64"
434,15628,"2957    California Ave & Byron St
Name: start_station_name, dtype: object","2957    41.952163
Name: start_lat, dtype: float64","2957   -87.698078
Name: start_lng, dtype: float64"
435,443,"2965    California Ave & Winona St
Name: start_station_name, dtype: object","2965    41.97
Name: start_lat, dtype: float64","2965   -87.7
Name: start_lng, dtype: float64"
436,13277,"2968    Broadway & Belmont Ave
Name: start_station_name, dtype: object","2968    41.940124
Name: start_lat, dtype: float64","2968   -87.645544
Name: start_lng, dtype: float64"
437,TA1308000023,"2990    Cottage Grove Ave & 43rd St
Name: start_station_name, dtype: object","2990    41.816499
Name: start_lat, dtype: float64","2990   -87.606582
Name: start_lng, dtype: float64"
438,316,"3026    Lamon Ave & Belmont Ave
Name: start_station_name, dtype: object","3026    41.94
Name: start_lat, dtype: float64","3026   -87.75
Name: start_lng, dtype: float64"
439,KA1504000141,"3030    Pulaski Rd & Eddy St (Temp)
Name: start_station_name, dtype: object","3030    41.946264
Name: start_lat, dtype: float64","3030   -87.731023
Name: start_lng, dtype: float64"
440,KA1503000072,"3089    Wacker Dr & Washington St
Name: start_station_name, dtype: object","3089    41.883501
Name: start_lat, dtype: float64","3089   -87.637433
Name: start_lng, dtype: float64"
441,15546,"3146    Calumet Ave & 21st St
Name: start_station_name, dtype: object","3146    41.854184
Name: start_lat, dtype: float64","3146   -87.619154
Name: start_lng, dtype: float64"
442,KA1503000020,"3226    South Shore Dr & 74th St
Name: start_station_name, dtype: object","3226    41.762189
Name: start_lat, dtype: float64","3226   -87.559275
Name: start_lng, dtype: float64"
443,15651,"3227    Humboldt Blvd & Armitage Ave
Name: start_station_name, dtype: object","3227    41.917556
Name: start_lat, dtype: float64","3227   -87.701925
Name: start_lng, dtype: float64"
444,15664,"3273    Artesian Ave & Hubbard St
Name: start_station_name, dtype: object","3273    41.889501
Name: start_lat, dtype: float64","3273   -87.688109
Name: start_lng, dtype: float64"
445,TA1309000018,"3287    Ravenswood Ave & Berteau Ave
Name: start_station_name, dtype: object","3287    41.957939
Name: start_lat, dtype: float64","3287   -87.673597
Name: start_lng, dtype: float64"
446,TA1307000005,"3327    Indiana Ave & 26th St
Name: start_station_name, dtype: object","3327    41.845687
Name: start_lat, dtype: float64","3327   -87.622481
Name: start_lng, dtype: float64"
447,TA1309000024,"3368    Clark St & Schiller St
Name: start_station_name, dtype: object","3368    41.908091
Name: start_lat, dtype: float64","3368   -87.631535
Name: start_lng, dtype: float64"
448,KA1503000046,"3375    Dorchester Ave & 63rd St
Name: start_station_name, dtype: object","3375    41.780406
Name: start_lat, dtype: float64","3375   -87.591416
Name: start_lng, dtype: float64"
449,RP-002,"3449    Warren Park East
Name: start_station_name, dtype: object","3449    42.00455
Name: start_lat, dtype: float64","3449   -87.680666
Name: start_lng, dtype: float64"
450,436,"3588    Kedzie Ave & George St
Name: start_station_name, dtype: object","3588    41.93
Name: start_lat, dtype: float64","3588   -87.71
Name: start_lng, dtype: float64"
451,TA1307000113,"3593    Southport Ave & Wrightwood Ave
Name: start_station_name, dtype: object","3593    41.928838
Name: start_lat, dtype: float64","3593   -87.663843
Name: start_lng, dtype: float64"
452,15652,"3637    Central Park Ave & North Ave
Name: start_station_name, dtype: object","3637    41.909657
Name: start_lat, dtype: float64","3637   -87.716632
Name: start_lng, dtype: float64"
453,TA1309000029,"3653    Leavitt St & Armitage Ave
Name: start_station_name, dtype: object","3653    41.917805
Name: start_lat, dtype: float64","3653   -87.682437
Name: start_lng, dtype: float64"
454,473,"3747    Mason Ave & Belmont Ave
Name: start_station_name, dtype: object","3747    41.94
Name: start_lat, dtype: float64","3747   -87.77
Name: start_lng, dtype: float64"
455,KA1503000038,"3785    Shields Ave & 31st St
Name: start_station_name, dtype: object","3785    41.83851
Name: start_lat, dtype: float64","3785   -87.635396
Name: start_lng, dtype: float64"
456,15491,"3830    63rd St Beach
Name: start_station_name, dtype: object","3830    41.780911
Name: start_lat, dtype: float64","3830   -87.576324
Name: start_lng, dtype: float64"
457,15622,"3881    California Ave & Montrose Ave
Name: start_station_name, dtype: object","3881    41.961155
Name: start_lat, dtype: float64","3881   -87.695427
Name: start_lng, dtype: float64"
458,KA1503000004,"3884    Lake Park Ave & 35th St
Name: start_station_name, dtype: object","3884    41.831274
Name: start_lat, dtype: float64","3884   -87.608799
Name: start_lng, dtype: float64"
459,13071,"3892    Southport Ave & Roscoe St
Name: start_station_name, dtype: object","3892    41.943739
Name: start_lat, dtype: float64","3892   -87.66402
Name: start_lng, dtype: float64"
460,TA1308000002,"3908    Greenwood Ave & 47th St
Name: start_station_name, dtype: object","3908    41.809835
Name: start_lat, dtype: float64","3908   -87.599383
Name: start_lng, dtype: float64"
461,TA1307000138,"3942    Lincoln Ave & Roscoe St
Name: start_station_name, dtype: object","3942    41.943779
Name: start_lat, dtype: float64","3942   -87.671178
Name: start_lng, dtype: float64"
462,KA1504000142,"4051    Drake Ave & Addison St
Name: start_station_name, dtype: object","4051    41.947326
Name: start_lat, dtype: float64","4051   -87.717582
Name: start_lng, dtype: float64"
463,344,"4067    Springfield Ave & 47th St
Name: start_station_name, dtype: object","4067    41.81
Name: start_lat, dtype: float64","4067   -87.72
Name: start_lng, dtype: float64"
464,13124,"4155    Cannon Dr & Fullerton Ave
Name: start_station_name, dtype: object","4155    41.926756
Name: start_lat, dtype: float64","4155   -87.634429
Name: start_lng, dtype: float64"
465,202480.0,"4164    Hampden Ct & Diversey Ave
Name: start_station_name, dtype: object","4164    41.93
Name: start_lat, dtype: float64","4164   -87.64
Name: start_lng, dtype: float64"
466,13058,"4210    Dayton St & North Ave
Name: start_station_name, dtype: object","4210    41.910578
Name: start_lat, dtype: float64","4210   -87.649422
Name: start_lng, dtype: float64"
467,452,"4276    Richmond St & Lincoln Ave
Name: start_station_name, dtype: object","4276    41.99
Name: start_lat, dtype: float64","4276   -87.7
Name: start_lng, dtype: float64"
468,TA1309000006,"4316    Larrabee St & Armitage Ave
Name: start_station_name, dtype: object","4316    41.918084
Name: start_lat, dtype: float64","4316   -87.643749
Name: start_lng, dtype: float64"
469,20113,"4610    Dauphin Ave & 103rd St
Name: start_station_name, dtype: object","4610    41.70725
Name: start_lat, dtype: float64","4610   -87.607663
Name: start_lng, dtype: float64"
470,13139,"4646    Throop St & Taylor St
Name: start_station_name, dtype: object","4646    41.868968
Name: start_lat, dtype: float64","4646   -87.659141
Name: start_lng, dtype: float64"
471,20238,"4671    Greenwood Ave & 97th St
Name: start_station_name, dtype: object","4671    41.718703
Name: start_lat, dtype: float64","4671   -87.597036
Name: start_lng, dtype: float64"
472,326,"4718    Harlem & Irving Park
Name: start_station_name, dtype: object","4718    41.95
Name: start_lat, dtype: float64","4718   -87.81
Name: start_lng, dtype: float64"
473,13108,"4744    Broadway & Argyle St
Name: start_station_name, dtype: object","4744    41.973815
Name: start_lat, dtype: float64","4744   -87.65966
Name: start_lng, dtype: float64"
474,15470,"4747    Calumet Ave & 51st St
Name: start_station_name, dtype: object","4747    41.802295
Name: start_lat, dtype: float64","4747   -87.618054
Name: start_lng, dtype: float64"
475,639,"4759    Lakefront Trail & Wilson Ave
Name: start_station_name, dtype: object","4759    41.965845
Name: start_lat, dtype: float64","4759   -87.645361
Name: start_lng, dtype: float64"
476,KA1503000053,"4772    MLK Jr Dr & 63rd St
Name: start_station_name, dtype: object","4772    41.780081
Name: start_lat, dtype: float64","4772   -87.615943
Name: start_lng, dtype: float64"
477,KA1504000160,"4794    Francisco Ave & Foster Ave
Name: start_station_name, dtype: object","4794    41.975648
Name: start_lat, dtype: float64","4794   -87.70148
Name: start_lng, dtype: float64"
478,16010,"4865    Keystone Ave & Fullerton Ave
Name: start_station_name, dtype: object","4865    41.92459
Name: start_lat, dtype: float64","4865   -87.72785
Name: start_lng, dtype: float64"
479,KA1503000073,"4871    MLK Jr Dr & 56th St
Name: start_station_name, dtype: object","4871    41.793429
Name: start_lat, dtype: float64","4871   -87.615853
Name: start_lng, dtype: float64"
480,TA1308000012,"4906    Montrose Harbor
Name: start_station_name, dtype: object","4906    41.963982
Name: start_lat, dtype: float64","4906   -87.638181
Name: start_lng, dtype: float64"
481,TA1309000043,"4954    Southport Ave & Irving Park Rd
Name: start_station_name, dtype: object","4954    41.954177
Name: start_lat, dtype: float64","4954   -87.664358
Name: start_lng, dtype: float64"
482,15541,"4955    Buckingham Fountain
Name: start_station_name, dtype: object","4955    41.876506
Name: start_lat, dtype: float64","4955   -87.620288
Name: start_lng, dtype: float64"
483,20242,"5009    Houston Ave & 92nd St
Name: start_station_name, dtype: object","5009    41.728204
Name: start_lat, dtype: float64","5009   -87.5497
Name: start_lng, dtype: float64"
484,KA1504000096,"5036    Sawyer Ave & Irving Park Rd
Name: start_station_name, dtype: object","5036    41.953586
Name: start_lat, dtype: float64","5036   -87.709311
Name: start_lng, dtype: float64"
