,station_id,name,latitude,longitude
164,TA1308000031,"401    Logan Blvd & Elston Ave
Name: start_station_name, dtype: object","401    41.929481
Name: start_lat, dtype: float64","401   -87.684185
Name: start_lng, dtype: float64"
165,TA1307000142,"421    Clark St & Drummond Pl
Name: start_station_name, dtype: object","421    41.931214
Name: start_lat, dtype: float64","421   -87.64428
Name: start_lng, dtype: float64"
166,13135,"431    Blue Island Ave & 18th St
Name: start_station_name, dtype: object","431    41.857556
Name: start_lat, dtype: float64","431   -87.661535
Name: start_lng, dtype: float64"
167,KA1503000041,"438    McClurg Ct & Erie St
Name: start_station_name, dtype: object","438    41.894427
Name: start_lat, dtype: float64","438   -87.617775
Name: start_lng, dtype: float64"
168,13150,"439    Michigan Ave & 18th St
Name: start_station_name, dtype: object","439    41.857813
Name: start_lat, dtype: float64","439   -87.62455
Name: start_lng, dtype: float64"
169,15640,"441    Avers Ave & Belmont Ave
Name: start_station_name, dtype: object","441    41.939408
Name: start_lat, dtype: float64","441   -87.723574
Name: start_lng, dtype: float64"
170,15654,"445    Spaulding Ave & Division St
Name: start_station_name, dtype: object","445    41.902741
Name: start_lat, dtype: float64","445   -87.709333
Name: start_lng, dtype: float64"
171,13242,"452    Milwaukee Ave & Rockwell St
Name: start_station_name, dtype: object","452    41.920266
Name: start_lat, dtype: float64","452   -87.692676
Name: start_lng, dtype: float64"
172,362.0,"460    Lawndale Ave & 16th St
Name: start_station_name, dtype: object","460    41.86
Name: start_lat, dtype: float64","460   -87.72
Name: start_lng, dtype: float64"
173,13420,"462    MLK Jr Dr & Pershing Rd
Name: start_station_name, dtype: object","462    41.8246
Name: start_lat, dtype: float64","462   -87.61678
Name: start_lng, dtype: float64"
174,KA1504000167,"472    Kedzie Ave & Bryn Mawr Ave
Name: start_station_name, dtype: object","472    41.98223
Name: start_lat, dtype: float64","472   -87.708887
Name: start_lng, dtype: float64"
175,KA1504000175,"473    Glenwood Ave & Morse Ave
Name: start_station_name, dtype: object","473    42.007993
Name: start_lat, dtype: float64","473   -87.665484
Name: start_lng, dtype: float64"
176,KA1503000007,"478    Cornell Ave & Hyde Park Blvd
Name: start_station_name, dtype: object","478    41.802406
Name: start_lat, dtype: float64","478   -87.586924
Name: start_lng, dtype: float64"
177,TA1307000158,"480    Damen Ave & Leland Ave
Name: start_station_name, dtype: object","480    41.967094
Name: start_lat, dtype: float64","480   -87.679028
Name: start_lng, dtype: float64"
178,13102,"491    Calumet Ave & 18th St
Name: start_station_name, dtype: object","491    41.857624
Name: start_lat, dtype: float64","491   -87.619434
Name: start_lng, dtype: float64"
179,KA1503000052,"495    Ellis Ave & 53rd St
Name: start_station_name, dtype: object","495    41.799336
Name: start_lat, dtype: float64","495   -87.600958
Name: start_lng, dtype: float64"
180,KA1503000045,"496    Stony Island Ave & 71st St
Name: start_station_name, dtype: object","496    41.766528
Name: start_lat, dtype: float64","496   -87.586479
Name: start_lng, dtype: float64"
181,KA1706005007,"501    Delano Ct & Roosevelt Rd
Name: start_station_name, dtype: object","501    41.867491
Name: start_lat, dtype: float64","501   -87.63219
Name: start_lng, dtype: float64"
182,TA1306000009,"510    Larrabee St & Kingsbury St
Name: start_station_name, dtype: object","510    41.897632
Name: start_lat, dtype: float64","510   -87.643388
Name: start_lng, dtype: float64"
183,369,"512    Central Park Ave & Ohio St
Name: start_station_name, dtype: object","512    41.89
Name: start_lat, dtype: float64","512   -87.72
Name: start_lng, dtype: float64"
184,13157,"551    Aberdeen St & Jackson Blvd
Name: start_station_name, dtype: object","551    41.877726
Name: start_lat, dtype: float64","551   -87.654787
Name: start_lng, dtype: float64"
185,515,"558    Paulina St & Howard St
Name: start_station_name, dtype: object","558    42.019159
Name: start_lat, dtype: float64","558   -87.673573
Name: start_lng, dtype: float64"
186,13289,"561    Eckhart Park
Name: start_station_name, dtype: object","561    41.896373
Name: start_lat, dtype: float64","561   -87.660984
Name: start_lng, dtype: float64"
187,20128,"569    S Wentworth Ave & W 111th St
Name: start_station_name, dtype: object","569    41.69
Name: start_lat, dtype: float64","569   -87.63
Name: start_lng, dtype: float64"
188,TA1305000039,"576    Elston Ave & Cortland St
Name: start_station_name, dtype: object","576    41.916433
Name: start_lat, dtype: float64","576   -87.666746
Name: start_lng, dtype: float64"
189,KA1503000023,"579    Stony Island Ave & 67th St
Name: start_station_name, dtype: object","579    41.773458
Name: start_lat, dtype: float64","579   -87.58534
Name: start_lng, dtype: float64"
190,13146,"581    Clark St & Armitage Ave
Name: start_station_name, dtype: object","581    41.918306
Name: start_lat, dtype: float64","581   -87.636282
Name: start_lng, dtype: float64"
191,13191,"588    Sedgwick St & Webster Ave
Name: start_station_name, dtype: object","588    41.922209
Name: start_lat, dtype: float64","588   -87.63901
Name: start_lng, dtype: float64"
192,13063,"590    Sheridan Rd & Irving Park Rd
Name: start_station_name, dtype: object","590    41.954245
Name: start_lat, dtype: float64","590   -87.654406
Name: start_lng, dtype: float64"
193,15539,"591    Desplaines St & Jackson Blvd
Name: start_station_name, dtype: object","591    41.87809
Name: start_lat, dtype: float64","591   -87.644197
Name: start_lng, dtype: float64"
194,KA17018068,"594    Leavitt St & Belmont Ave
Name: start_station_name, dtype: object","594    41.93928
Name: start_lat, dtype: float64","594   -87.683298
Name: start_lng, dtype: float64"
195,TA1309000041,"601    Sheridan Rd & Lawrence Ave
Name: start_station_name, dtype: object","601    41.969491
Name: start_lat, dtype: float64","601   -87.654681
Name: start_lng, dtype: float64"
196,TA1309000030,"604    Southport Ave & Clybourn Ave
Name: start_station_name, dtype: object","604    41.920771
Name: start_lat, dtype: float64","604   -87.663712
Name: start_lng, dtype: float64"
197,13257,"615    Campbell Ave & North Ave
Name: start_station_name, dtype: object","615    41.910535
Name: start_lat, dtype: float64","615   -87.689556
Name: start_lng, dtype: float64"
198,21544,"637    State St & Chicago Ave
Name: start_station_name, dtype: object","637    41.896617
Name: start_lat, dtype: float64","637   -87.628579
Name: start_lng, dtype: float64"
199,643,"644    Smith Park
Name: start_station_name, dtype: object","644    41.892083
Name: start_lat, dtype: float64","644   -87.689415
Name: start_lng, dtype: float64"
200,TA1306000008,"657    Larrabee St & North Ave
Name: start_station_name, dtype: object","657    41.910213
Name: start_lat, dtype: float64","657   -87.64349
Name: start_lng, dtype: float64"
201,15534,"679    Field Blvd & South Water St
Name: start_station_name, dtype: object","679    41.88578
Name: start_lat, dtype: float64","679   -87.617231
Name: start_lng, dtype: float64"
202,TA1307000111,"689    Franklin St & Lake St
Name: start_station_name, dtype: object","689    41.885837
Name: start_lat, dtype: float64","689   -87.6355
Name: start_lng, dtype: float64"
203,13326,"690    Canal St & Harrison St
Name: start_station_name, dtype: object","690    41.874275
Name: start_lat, dtype: float64","690   -87.639576
Name: start_lng, dtype: float64"
204,20246.0,"703    N Green St & W Lake St
Name: start_station_name, dtype: object","703    41.89
Name: start_lat, dtype: float64","703   -87.65
Name: start_lng, dtype: float64"
205,13427,"717    Cityfront Plaza Dr & Pioneer Ct
Name: start_station_name, dtype: object","717    41.890573
Name: start_lat, dtype: float64","717   -87.622072
Name: start_lng, dtype: float64"
206,658,"726    Leavitt St & Division St
Name: start_station_name, dtype: object","726    41.902997
Name: start_lat, dtype: float64","726   -87.683825
Name: start_lng, dtype: float64"
207,13389,"738    Clarendon Ave & Junior Ter
Name: start_station_name, dtype: object","738    41.961004
Name: start_lat, dtype: float64","738   -87.649603
Name: start_lng, dtype: float64"
208,13243,"742    Milwaukee Ave & Wabansia Ave
Name: start_station_name, dtype: object","742    41.912633
Name: start_lat, dtype: float64","742   -87.681477
Name: start_lng, dtype: float64"
209,15544,"747    Shedd Aquarium
Name: start_station_name, dtype: object","747    41.867253
Name: start_lat, dtype: float64","747   -87.615377
Name: start_lng, dtype: float64"
210,KA1503000064,"781    Dusable Harbor
Name: start_station_name, dtype: object","781    41.886976
Name: start_lat, dtype: float64","781   -87.612813
Name: start_lng, dtype: float64"
211,TA1305000017,"800    Halsted St & Roosevelt Rd
Name: start_station_name, dtype: object","800    41.867324
Name: start_lat, dtype: float64","800   -87.648625
Name: start_lng, dtype: float64"
212,13229,"818    Southport Ave & Belmont Ave
Name: start_station_name, dtype: object","818    41.939478
Name: start_lat, dtype: float64","818   -87.663748
Name: start_lng, dtype: float64"
213,18003,"836    Fairbanks St & Superior St
Name: start_station_name, dtype: object","836    41.895748
Name: start_lat, dtype: float64","836   -87.620104
Name: start_lng, dtype: float64"
214,15668,"840    Western Ave & Congress Pkwy
Name: start_station_name, dtype: object","840    41.874602
Name: start_lat, dtype: float64","840   -87.6863
Name: start_lng, dtype: float64"
215,13045,"843    Dearborn St & Erie St
Name: start_station_name, dtype: object","843    41.893992
Name: start_lat, dtype: float64","843   -87.629318
Name: start_lng, dtype: float64"
216,13160,"845    May St & Taylor St
Name: start_station_name, dtype: object","845    41.869482
Name: start_lat, dtype: float64","845   -87.655486
Name: start_lng, dtype: float64"
217,TA1309000067,"857    Cottage Grove Ave & 51st St
Name: start_station_name, dtype: object","857    41.803038
Name: start_lat, dtype: float64","857   -87.606615
Name: start_lng, dtype: float64"
218,13080,"860    Hermitage Ave & Polk St
Name: start_station_name, dtype: object","860    41.8715
Name: start_lat, dtype: float64","860   -87.670012
Name: start_lng, dtype: float64"
219,13028,"861    900 W Harrison St
Name: start_station_name, dtype: object","861    41.874779
Name: start_lat, dtype: float64","861   -87.649842
Name: start_lng, dtype: float64"
220,TA1309000059,"871    Racine Ave & Wrightwood Ave
Name: start_station_name, dtype: object","871    41.928887
Name: start_lat, dtype: float64","871   -87.658971
Name: start_lng, dtype: float64"
221,KA1503000002,"879    South Shore Dr & 71st St
Name: start_station_name, dtype: object","879    41.766409
Name: start_lat, dtype: float64","879   -87.565688
Name: start_lng, dtype: float64"
222,KA1503000054,"883    Cottage Grove Ave & 63rd St
Name: start_station_name, dtype: object","883    41.780601
Name: start_lat, dtype: float64","883   -87.605836
Name: start_lng, dtype: float64"
223,13323,"884    Broadway & Sheridan Rd
Name: start_station_name, dtype: object","884    41.952833
Name: start_lat, dtype: float64","884   -87.649993
Name: start_lng, dtype: float64"
224,KA1504000103,"886    Western Ave & Walton St
Name: start_station_name, dtype: object","886    41.898418
Name: start_lat, dtype: float64","886   -87.686596
Name: start_lng, dtype: float64"
225,KA1504000146,"887    Clark St & Berwyn Ave
Name: start_station_name, dtype: object","887    41.978031
Name: start_lat, dtype: float64","887   -87.668565
Name: start_lng, dtype: float64"
226,15624,"888    Avondale Ave & Irving Park Rd
Name: start_station_name, dtype: object","888    41.953378
Name: start_lat, dtype: float64","888   -87.732083
Name: start_lng, dtype: float64"
227,TA1309000008,"904    Franklin St & Adams St (Temp)
Name: start_station_name, dtype: object","904    41.878769
Name: start_lat, dtype: float64","904   -87.635927
Name: start_lng, dtype: float64"
228,TA1309000035,"905    Clark St & Winnemac Ave
Name: start_station_name, dtype: object","905    41.973334
Name: start_lat, dtype: float64","905   -87.667897
Name: start_lng, dtype: float64"
229,13134,"918    Damen Ave & Madison St
Name: start_station_name, dtype: object","918    41.881423
Name: start_lat, dtype: float64","918   -87.674977
Name: start_lng, dtype: float64"
230,KA1503000022,"921    Clark St & Montrose Ave
Name: start_station_name, dtype: object","921    41.961588
Name: start_lat, dtype: float64","921   -87.666036
Name: start_lng, dtype: float64"
231,KA150400009X,"927    Kimball Ave & Belmont Ave
Name: start_station_name, dtype: object","927    41.939398
Name: start_lat, dtype: float64","927   -87.711561
Name: start_lng, dtype: float64"
232,644,"937    Western Ave & Fillmore St
Name: start_station_name, dtype: object","937    41.868626
Name: start_lat, dtype: float64","937   -87.686233
Name: start_lng, dtype: float64"
233,TA1307000161,"939    Halsted St & 37th St
Name: start_station_name, dtype: object","939    41.827059
Name: start_lat, dtype: float64","939   -87.64572
Name: start_lng, dtype: float64"
234,KA1504000116,"943    Larrabee St & Oak St
Name: start_station_name, dtype: object","943    41.900255
Name: start_lat, dtype: float64","943   -87.643
Name: start_lng, dtype: float64"
235,620,"960    Orleans St & Chestnut St (NEXT Apts)
Name: start_station_name, dtype: object","960    41.898203
Name: start_lat, dtype: float64","960   -87.637536
Name: start_lng, dtype: float64"
236,TA1307000159,"967    Paulina St & 18th St
Name: start_station_name, dtype: object","967    41.857901
Name: start_lat, dtype: float64","967   -87.668745
Name: start_lng, dtype: float64"
237,13164,"968    Racine Ave & 18th St
Name: start_station_name, dtype: object","968    41.858166
Name: start_lat, dtype: float64","968   -87.656495
Name: start_lng, dtype: float64"
238,TA1309000003,"969    Western Ave & 24th St
Name: start_station_name, dtype: object","969    41.84847
Name: start_lat, dtype: float64","969   -87.685109
Name: start_lng, dtype: float64"
239,632,"974    Clark St & Newport St
Name: start_station_name, dtype: object","974    41.94454
Name: start_lat, dtype: float64","974   -87.654678
Name: start_lng, dtype: float64"
240,TA1309000050,"981    Lincoln Ave & Addison St
Name: start_station_name, dtype: object","981    41.946279
Name: start_lat, dtype: float64","981   -87.673359
Name: start_lng, dtype: float64"
241,KA1504000130,"993    Maplewood Ave & Peterson Ave
Name: start_station_name, dtype: object","993    41.990236
Name: start_lat, dtype: float64","993   -87.69337
Name: start_lng, dtype: float64"
242,E014,"1005    Lincolnwood Dr & Central St
Name: start_station_name, dtype: object","1005    42.064854
Name: start_lat, dtype: float64","1005   -87.715297
Name: start_lng, dtype: float64"
243,13263,"1008    Columbus Dr & Randolph St
Name: start_station_name, dtype: object","1008    41.884728
Name: start_lat, dtype: float64","1008   -87.619521
Name: start_lng, dtype: float64"
244,KA1503000032,"1054    Union Ave & Root St
Name: start_station_name, dtype: object","1054    41.81915
Name: start_lat, dtype: float64","1054   -87.643309
Name: start_lng, dtype: float64"
245,623,"1055    Michigan Ave & 8th St
Name: start_station_name, dtype: object","1055    41.872773
Name: start_lat, dtype: float64","1055   -87.623981
Name: start_lng, dtype: float64"
246,13011,"1057    Canal St & Adams St
Name: start_station_name, dtype: object","1057    41.879255
Name: start_lat, dtype: float64","1057   -87.639904
Name: start_lng, dtype: float64"
247,15445,"1061    Wentworth Ave & 33rd St
Name: start_station_name, dtype: object","1061    41.83453
Name: start_lat, dtype: float64","1061   -87.631823
Name: start_lng, dtype: float64"
248,13325,"1063    Broadway & Waveland Ave
Name: start_station_name, dtype: object","1063    41.949074
Name: start_lat, dtype: float64","1063   -87.648636
Name: start_lng, dtype: float64"
249,16906,"1066    Austin Blvd & Lake St
Name: start_station_name, dtype: object","1066    41.887915
Name: start_lat, dtype: float64","1066   -87.774372
Name: start_lng, dtype: float64"
250,13075,"1078    Wentworth Ave & Cermak Rd
Name: start_station_name, dtype: object","1078    41.853085
Name: start_lat, dtype: float64","1078   -87.631931
Name: start_lng, dtype: float64"
251,TA1307000115,"1082    Clybourn Ave & Division St
Name: start_station_name, dtype: object","1082    41.904613
Name: start_lat, dtype: float64","1082   -87.640552
Name: start_lng, dtype: float64"
252,13162,"1084    Halsted St & 21st St
Name: start_station_name, dtype: object","1084    41.85378
Name: start_lat, dtype: float64","1084   -87.646603
Name: start_lng, dtype: float64"
253,15655,"1085    Albany Ave & Bloomingdale Ave
Name: start_station_name, dtype: object","1085    41.913977
Name: start_lat, dtype: float64","1085   -87.705158
Name: start_lng, dtype: float64"
254,13379,"1087    Clarendon Ave & Gordon Ter
Name: start_station_name, dtype: object","1087    41.957777
Name: start_lat, dtype: float64","1087   -87.649529
Name: start_lng, dtype: float64"
255,KA1504000140,"1089    Winchester Ave & Elston Ave
Name: start_station_name, dtype: object","1089    41.924091
Name: start_lat, dtype: float64","1089   -87.67646
Name: start_lng, dtype: float64"
256,KA1504000127,"1091    Manor Ave & Leland Ave
Name: start_station_name, dtype: object","1091    41.965875
Name: start_lat, dtype: float64","1091   -87.700825
Name: start_lng, dtype: float64"
257,TA1305000014,"1100    Clark St & Wrightwood Ave
Name: start_station_name, dtype: object","1100    41.92966
Name: start_lat, dtype: float64","1100   -87.643065
Name: start_lng, dtype: float64"
258,13022,"1101    Streeter Dr & Grand Ave
Name: start_station_name, dtype: object","1101    41.892278
Name: start_lat, dtype: float64","1101   -87.612043
Name: start_lng, dtype: float64"
259,13074,"1103    Broadway & Wilson - Truman College Vaccination...
Name: start_station_name, dtype: object","1103    41.965221
Name: start_lat, dtype: float64","1103   -87.658139
Name: start_lng, dtype: float64"
260,KA1504000078,"1107    Lincoln Ave & Winona St
Name: start_station_name, dtype: object","1107    41.974887
Name: start_lat, dtype: float64","1107   -87.692696
Name: start_lng, dtype: float64"
261,TA1308000014,"1112    Normal Ave & Archer Ave
Name: start_station_name, dtype: object","1112    41.849527
Name: start_lat, dtype: float64","1112   -87.640591
Name: start_lng, dtype: float64"
262,TA1309000036,"1113    Burling St & Diversey Pkwy
Name: start_station_name, dtype: object","1113    41.93314
Name: start_lat, dtype: float64","1113   -87.64776
Name: start_lng, dtype: float64"
263,15443,"1114    Shields Ave & 28th Pl
Name: start_station_name, dtype: object","1114    41.842733
Name: start_lat, dtype: float64","1114   -87.635491
Name: start_lng, dtype: float64"
264,312,"1115    Lockwood Ave & Wrightwood Ave
Name: start_station_name, dtype: object","1115    41.93
Name: start_lat, dtype: float64","1115   -87.76
Name: start_lng, dtype: float64"
265,TA1307000062,"1116    Sedgwick St & Huron St
Name: start_station_name, dtype: object","1116    41.894666
Name: start_lat, dtype: float64","1116   -87.638437
Name: start_lng, dtype: float64"
266,TA1309000049,"1117    DuSable Lake Shore Dr & Belmont Ave
Name: start_station_name, dtype: object","1117    41.940775
Name: start_lat, dtype: float64","1117   -87.639192
Name: start_lng, dtype: float64"
267,TA1307000039,"1118    Clark St & Elm St
Name: start_station_name, dtype: object","1118    41.902973
Name: start_lat, dtype: float64","1118   -87.63128
Name: start_lng, dtype: float64"
268,13109,"1119    Broadway & Berwyn Ave
Name: start_station_name, dtype: object","1119    41.978353
Name: start_lat, dtype: float64","1119   -87.659753
Name: start_lng, dtype: float64"
269,KA1503000065,"1126    Woodlawn Ave & Lake Park Ave
Name: start_station_name, dtype: object","1126    41.814093
Name: start_lat, dtype: float64","1126   -87.597005
Name: start_lng, dtype: float64"
270,KA1504000152,"1130    Lakefront Trail & Bryn Mawr Ave
Name: start_station_name, dtype: object","1130    41.984037
Name: start_lat, dtype: float64","1130   -87.65231
Name: start_lng, dtype: float64"
271,KA1503000027,"1144    Prairie Ave & 43rd St
Name: start_station_name, dtype: object","1144    41.816659
Name: start_lat, dtype: float64","1144   -87.619412
Name: start_lng, dtype: float64"
272,527,"1146    Western Ave & Howard St
Name: start_station_name, dtype: object","1146    42.019008
Name: start_lat, dtype: float64","1146   -87.689989
Name: start_lng, dtype: float64"
273,TA1306000002,"1152    Morgan Ave & 14th Pl
Name: start_station_name, dtype: object","1152    41.862378
Name: start_lat, dtype: float64","1152   -87.651062
Name: start_lng, dtype: float64"
274,556,"1158    Throop St & 52nd St
Name: start_station_name, dtype: object","1158    41.799673
Name: start_lat, dtype: float64","1158   -87.657228
Name: start_lng, dtype: float64"
275,TA1309000053,"1164    Cottage Grove Ave & 47th St
Name: start_station_name, dtype: object","1164    41.809855
Name: start_lat, dtype: float64","1164   -87.606755
Name: start_lng, dtype: float64"
276,TA1307000164,"1173    Woodlawn Ave & 55th St
Name: start_station_name, dtype: object","1173    41.795264
Name: start_lat, dtype: float64","1173   -87.596471
Name: start_lng, dtype: float64"
277,TA1309000037,"1179    Kimbark Ave & 53rd St
Name: start_station_name, dtype: object","1179    41.799568
Name: start_lat, dtype: float64","1179   -87.594747
Name: start_lng, dtype: float64"
278,KA1503000029,"1181    South Shore Dr & 67th St
Name: start_station_name, dtype: object","1181    41.773643
Name: start_lat, dtype: float64","1181   -87.567514
Name: start_lng, dtype: float64"
279,KA1504000134,"1185    Ritchie Ct & Banks St
Name: start_station_name, dtype: object","1185    41.906866
Name: start_lat, dtype: float64","1185   -87.626217
Name: start_lng, dtype: float64"
280,13268,"1196    Damen Ave & Wellington Ave
Name: start_station_name, dtype: object","1196    41.93588
Name: start_lat, dtype: float64","1196   -87.67842
Name: start_lng, dtype: float64"
281,TA1309000021,"1202    Paulina St & Montrose Ave
Name: start_station_name, dtype: object","1202    41.961507
Name: start_lat, dtype: float64","1202   -87.671387
Name: start_lng, dtype: float64"
282,358,"1207    Kilpatrick Ave & Parker Ave
Name: start_station_name, dtype: object","1207    41.93
Name: start_lat, dtype: float64","1207   -87.74
Name: start_lng, dtype: float64"
283,13084,"1209    California Ave & Milwaukee Ave
Name: start_station_name, dtype: object","1209    41.92264
Name: start_lat, dtype: float64","1209   -87.6971
Name: start_lng, dtype: float64"
284,KA1504000093,"1214    Rockwell St & Eastwood Ave
Name: start_station_name, dtype: object","1214    41.96586
Name: start_lat, dtype: float64","1214   -87.693649
Name: start_lng, dtype: float64"
285,13248,"1217    Ashland Ave & Augusta Blvd
Name: start_station_name, dtype: object","1217    41.89961
Name: start_lat, dtype: float64","1217   -87.668419
Name: start_lng, dtype: float64"
286,TA1307000163,"1227    Clifton Ave & Armitage Ave
Name: start_station_name, dtype: object","1227    41.918129
Name: start_lat, dtype: float64","1227   -87.657048
Name: start_lng, dtype: float64"
287,TA1307000064,"1231    Lincoln Ave & Diversey Pkwy
Name: start_station_name, dtype: object","1231    41.932186
Name: start_lat, dtype: float64","1231   -87.658619
Name: start_lng, dtype: float64"
288,13303,"1236    Clark St & Chicago Ave
Name: start_station_name, dtype: object","1236    41.896563
Name: start_lat, dtype: float64","1236   -87.630953
Name: start_lng, dtype: float64"
289,TA1309000019,"1243    Lakeview Ave & Fullerton Pkwy
Name: start_station_name, dtype: object","1243    41.925858
Name: start_lat, dtype: float64","1243   -87.638973
Name: start_lng, dtype: float64"
290,13017,"1246    Franklin St & Chicago Ave
Name: start_station_name, dtype: object","1246    41.896848
Name: start_lat, dtype: float64","1246   -87.635734
Name: start_lng, dtype: float64"
291,KA1504000102,"1255    Fairfield Ave & Roosevelt Rd
Name: start_station_name, dtype: object","1255    41.866629
Name: start_lat, dtype: float64","1255   -87.694508
Name: start_lng, dtype: float64"
292,RP-008,"1277    Clark St & Columbia Ave
Name: start_station_name, dtype: object","1277    42.004451
Name: start_lat, dtype: float64","1277   -87.672402
Name: start_lng, dtype: float64"
293,517,"1278    Clark St & Jarvis Ave
Name: start_station_name, dtype: object","1278    42.015912
Name: start_lat, dtype: float64","1278   -87.674976
Name: start_lng, dtype: float64"
294,13197,"1284    Elizabeth (May) St & Fulton St
Name: start_station_name, dtype: object","1284    41.886563
Name: start_lat, dtype: float64","1284   -87.658464
Name: start_lng, dtype: float64"
295,TA1306000013,"1285    New St & Illinois St
Name: start_station_name, dtype: object","1285    41.89103
Name: start_lat, dtype: float64","1285   -87.618124
Name: start_lng, dtype: float64"
296,523,"1289    Eastlake Ter & Rogers Ave
Name: start_station_name, dtype: object","1289    42.020887
Name: start_lat, dtype: float64","1289   -87.665058
Name: start_lng, dtype: float64"
297,13307,"1324    Laflin St & Cullerton St
Name: start_station_name, dtype: object","1324    41.854877
Name: start_lat, dtype: float64","1324   -87.663601
Name: start_lng, dtype: float64"
298,TA1307000151,"1335    Wells St & Hubbard St
Name: start_station_name, dtype: object","1335    41.889906
Name: start_lat, dtype: float64","1335   -87.634266
Name: start_lng, dtype: float64"
299,TA1307000006,"1338    Southport Ave & Wellington Ave
Name: start_station_name, dtype: object","1338    41.935733
Name: start_lat, dtype: float64","1338   -87.663576
Name: start_lng, dtype: float64"
300,TA1308000029,"1357    Stetson Ave & South Water St
Name: start_station_name, dtype: object","1357    41.886835
Name: start_lat, dtype: float64","1357   -87.62232
Name: start_lng, dtype: float64"
301,13224,"1362    Ashland Ave & Blackhawk St
Name: start_station_name, dtype: object","1362    41.907066
Name: start_lat, dtype: float64","1362   -87.667252
Name: start_lng, dtype: float64"
302,RP-001,"1373    Warren Park West
Name: start_station_name, dtype: object","1373    42.001785
Name: start_lat, dtype: float64","1373   -87.688829
Name: start_lng, dtype: float64"
303,KA1504000149,"1375    Damen Ave & Foster Ave
Name: start_station_name, dtype: object","1375    41.975615
Name: start_lat, dtype: float64","1375   -87.679459
Name: start_lng, dtype: float64"
304,KA1503000011,"1376    Halsted St & 56th St
Name: start_station_name, dtype: object","1376    41.79293
Name: start_lat, dtype: float64","1376   -87.64499
Name: start_lng, dtype: float64"
305,605,"1381    University Library (NU)
Name: start_station_name, dtype: object","1381    42.052939
Name: start_lat, dtype: float64","1381   -87.673447
Name: start_lng, dtype: float64"
306,TA1309000032,"1398    Elston Ave & Wabansia Ave
Name: start_station_name, dtype: object","1398    41.912927
Name: start_lat, dtype: float64","1398   -87.664204
Name: start_lng, dtype: float64"
307,514,"1399    Ridge Blvd & Howard St
Name: start_station_name, dtype: object","1399    42.019276
Name: start_lat, dtype: float64","1399   -87.68452
Name: start_lng, dtype: float64"
308,KA1504000128,"1406    Kedzie Ave & Foster Ave
Name: start_station_name, dtype: object","1406    41.975679
Name: start_lat, dtype: float64","1406   -87.709339
Name: start_lng, dtype: float64"
309,662,"1423    Dodge Ave & Mulford St
Name: start_station_name, dtype: object","1423    42.023463
Name: start_lat, dtype: float64","1423   -87.699595
Name: start_lng, dtype: float64"
310,15623,"1425    Campbell Ave & Montrose Ave
Name: start_station_name, dtype: object","1425    41.961526
Name: start_lat, dtype: float64","1425   -87.691165
Name: start_lng, dtype: float64"
311,TA1309000066,"1429    Ravenswood Ave & Lawrence Ave
Name: start_station_name, dtype: object","1429    41.96909
Name: start_lat, dtype: float64","1429   -87.674237
Name: start_lng, dtype: float64"
312,TA1307000140,"1434    Western Ave & Leland Ave
Name: start_station_name, dtype: object","1434    41.96645
Name: start_lat, dtype: float64","1434   -87.688672
Name: start_lng, dtype: float64"
313,TA1305000006,"1439    Dearborn St & Monroe St
Name: start_station_name, dtype: object","1439    41.881254
Name: start_lat, dtype: float64","1439   -87.629843
Name: start_lng, dtype: float64"
314,TA1308000022,"1440    Pine Grove Ave & Irving Park Rd
Name: start_station_name, dtype: object","1440    41.954406
Name: start_lat, dtype: float64","1440   -87.648068
Name: start_lng, dtype: float64"
315,15585,"1441    Budlong Woods Library
Name: start_station_name, dtype: object","1441    41.983665
Name: start_lat, dtype: float64","1441   -87.696423
Name: start_lng, dtype: float64"
316,660,"1443    Sheridan Rd & Columbia Ave
Name: start_station_name, dtype: object","1443    42.004583
Name: start_lat, dtype: float64","1443   -87.661498
Name: start_lng, dtype: float64"
317,520,"1450    Greenview Ave & Jarvis Ave
Name: start_station_name, dtype: object","1450    42.015962
Name: start_lat, dtype: float64","1450   -87.66857
Name: start_lng, dtype: float64"
318,600,"1451    Dodge Ave & Church St
Name: start_station_name, dtype: object","1451    42.048308
Name: start_lat, dtype: float64","1451   -87.698224
Name: start_lng, dtype: float64"
319,598,"1453    Elmwood Ave & Austin St
Name: start_station_name, dtype: object","1453    42.025784
Name: start_lat, dtype: float64","1453   -87.684107
Name: start_lng, dtype: float64"
320,384,"1455    Kedzie Ave & 52nd St
Name: start_station_name, dtype: object","1455    41.8
Name: start_lat, dtype: float64","1455   -87.7
Name: start_lng, dtype: float64"
321,20254.0,"1474    W Armitage Ave & N Sheffield Ave
Name: start_station_name, dtype: object","1474    41.92
Name: start_lat, dtype: float64","1474   -87.65
Name: start_lng, dtype: float64"
322,13431,"1489    Adler Planetarium
Name: start_station_name, dtype: object","1489    41.866095
Name: start_lat, dtype: float64","1489   -87.607267
Name: start_lng, dtype: float64"
323,20208,"1490    Major Taylor Trail & 124th St
Name: start_station_name, dtype: object","1490    41.668696
Name: start_lat, dtype: float64","1490   -87.637113
Name: start_lng, dtype: float64"
324,RP-009,"1504    Sheridan Rd & Loyola Ave
Name: start_station_name, dtype: object","1504    42.001044
Name: start_lat, dtype: float64","1504   -87.661198
Name: start_lng, dtype: float64"
